	NR	NRName	CID	EC50
5121	NR1C2	PPAR_delta	6525	"0.012,0.012"
7906	NR1C3	PPAR_gamma	8271	"0.012,0.03"
9147	NR2B1	RXR_alpha	6193	"0.012,0.061"
5485	NR1C2	PPAR_delta	6889	"0.013,0.003"
5491	NR1C2	PPAR_delta	6895	"0.013,0.011"
2137	NR1C1	PPAR_alpha	7605	"0.013,0.013"
2138	NR1C1	PPAR_alpha	7606	"0.013,0.013"
7878	NR1C3	PPAR_gamma	8243	"0.013,0.013"
2592	NR1C1	PPAR_alpha	9184	"0.013,0.133"
5483	NR1C2	PPAR_delta	6887	"0.014,0.006"
2384	NR1C1	PPAR_alpha	8976	"0.014,0.008,0.029,0.114"
1775	NR1C1	PPAR_alpha	5330	"0.014,0.01"
1297	NR1C1	PPAR_alpha	3973	"0.014,0.013,0.001,0.667"
983	NR1C1	PPAR_alpha	3659	"0.014,0.014"
5489	NR1C2	PPAR_delta	6893	"0.014,0.018"
2388	NR1C1	PPAR_alpha	8980	"0.014,0.029"
5486	NR1C2	PPAR_delta	6890	"0.014,2.49"
6671	NR1C3	PPAR_gamma	4468	"0.015,0.015"
5488	NR1C2	PPAR_delta	6892	"0.016,0.011"
5982	NR1C3	PPAR_gamma	2710	"0.016,0.016"
7904	NR1C3	PPAR_gamma	8269	"0.016,0.078"
5480	NR1C2	PPAR_delta	6884	"0.017,0.012"
3610	NR1H4	FXR	5805	"0.017,0.056"
5120	NR1C2	PPAR_delta	6524	"0.018,0.018"
2148	NR1C1	PPAR_alpha	7616	"0.019,0.009"
7619	NR1C3	PPAR_gamma	7333	"0.019,0.1"
9193	NR2B3	RXR_gamma	4247	"0.02,0.005,0.002"
7257	NR1C3	PPAR_gamma	6419	"0.02,0.02"
2141	NR1C1	PPAR_alpha	7609	"0.02,0.02"
6286	NR1C3	PPAR_gamma	3014	"0.02,0.02"
0	NR1I2	PXR	4870	"0.021,0.021,0.021"
5062	NR1C2	PPAR_delta	6466	"0.021,0.029"
2207	NR1C1	PPAR_alpha	7675	"0.021,0.036"
6974	NR1C3	PPAR_gamma	4771	"0.022,0.022,0.004"
8891	NR2B1	RXR_alpha	3466	"0.022,0.03"
1772	NR1C1	PPAR_alpha	5327	"0.023,0.031"
360	NR1H2	LXR_beta	7968	0.023;0.054
5544	NR1C2	PPAR_delta	6948	"0.025,0.004,0.025"
9423	NR2B2	RXR_beta	4035	"0.025,0.006,0.001"
1289	NR1C1	PPAR_alpha	3965	"0.025,0.025"
5985	NR1C3	PPAR_gamma	2713	"0.025,0.025"
7877	NR1C3	PPAR_gamma	8242	"0.025,0.025"
5123	NR1C2	PPAR_delta	6527	"0.026,0.026"
3604	NR1H4	FXR	5799	"0.028,0.072"
7788	NR1C3	PPAR_gamma	8153	"0.028,50,50,0.002,0.003"
7917	NR1C3	PPAR_gamma	8282	"0.029,0.015"
5357	NR1C2	PPAR_delta	6761	"0.029,0.029,0.029"
1643	NR1C1	PPAR_alpha	5198	"0.029,0.091"
2563	NR1C1	PPAR_alpha	9155	"0.03,0.019"
7908	NR1C3	PPAR_gamma	8273	"0.032,0.001"
1293	NR1C1	PPAR_alpha	3969	"0.032,0.032"
5983	NR1C3	PPAR_gamma	2711	"0.032,0.032"
1771	NR1C1	PPAR_alpha	5326	"0.032,0.165"
5980	NR1C3	PPAR_gamma	2708	"0.032,0.63,0.032,0.032"
1896	NR1C1	PPAR_alpha	7364	"0.033,0.033"
7916	NR1C3	PPAR_gamma	8281	"0.036,0.001"
7918	NR1C3	PPAR_gamma	8283	"0.037,0.007"
1639	NR1C1	PPAR_alpha	5194	"0.037,0.137"
7903	NR1C3	PPAR_gamma	8268	"0.04,0.003"
4743	NR1C2	PPAR_delta	2410	"0.04,0.023"
1288	NR1C1	PPAR_alpha	3964	"0.04,0.04"
1291	NR1C1	PPAR_alpha	3967	"0.04,0.04"
1940	NR1C1	PPAR_alpha	7408	"0.04,0.04"
2129	NR1C1	PPAR_alpha	7597	"0.04,0.04"
7876	NR1C3	PPAR_gamma	8241	"0.04,0.04"
8005	NR1C3	PPAR_gamma	8370	"0.042,0.59"
1765	NR1C1	PPAR_alpha	5320	"0.043,0.033"
6082	NR1C3	PPAR_gamma	2810	"0.043,0.043,0.041,0.041"
8068	NR1C3	PPAR_gamma	8433	"0.045,4.4"
3609	NR1H4	FXR	5804	"0.048,0.15"
2386	NR1C1	PPAR_alpha	8978	"0.048,0.189"
2881	NR1C1	PPAR_alpha	9473	"0.05,0.05"
6284	NR1C3	PPAR_gamma	3012	"0.05,0.05"
3603	NR1H4	FXR	5798	"0.051,1"
1276	NR1C1	PPAR_alpha	3952	"0.052,7,0.01"
5361	NR1C2	PPAR_delta	6765	"0.053,0.053,0.053"
1910	NR1C1	PPAR_alpha	7378	"0.053,0.095"
1911	NR1C1	PPAR_alpha	7379	"0.054,0.058,0.054,0.061"
3639	NR1H4	FXR	5834	"0.055,0.032"
5116	NR1C2	PPAR_delta	6520	"0.058,0.058"
3620	NR1H4	FXR	5815	"0.058,0.2"
7910	NR1C3	PPAR_gamma	8275	"0.059,0.003"
2210	NR1C1	PPAR_alpha	7678	"0.062,0.087"
7915	NR1C3	PPAR_gamma	8280	"0.063,0.006"
6289	NR1C3	PPAR_gamma	3017	"0.063,0.063"
1332	NR1C1	PPAR_alpha	4008	"0.066,0.035"
1953	NR1C1	PPAR_alpha	7421	"0.067,0.01,0.01"
2439	NR1C1	PPAR_alpha	9031	"0.069,0.069"
5542	NR1C2	PPAR_delta	6946	"0.07,0.01"
7741	NR1C3	PPAR_gamma	8106	"0.07,0.045"
7366	NR1C3	PPAR_gamma	7080	"0.07,0.07"
5036	NR1C2	PPAR_delta	6440	"0.07,0.07"
7909	NR1C3	PPAR_gamma	8274	"0.071,0.007"
2674	NR1C1	PPAR_alpha	9266	"0.072,0"
3601	NR1H4	FXR	5796	"0.072,0.14"
3611	NR1H4	FXR	5806	"0.074,0.29"
5521	NR1C2	PPAR_delta	6925	"0.076,0.076"
2531	NR1C1	PPAR_alpha	9123	"0.078,0.048"
3600	NR1H4	FXR	5795	"0.078,0.089"
1227	NR1C1	PPAR_alpha	3903	"0.079,0.079"
2136	NR1C1	PPAR_alpha	7604	"0.079,0.079"
2139	NR1C1	PPAR_alpha	7607	"0.079,0.079"
5984	NR1C3	PPAR_gamma	2712	"0.079,0.079"
4867	NR1C2	PPAR_delta	2534	"0.08,0.08"
7854	NR1C3	PPAR_gamma	8219	"0.083,0.083"
7617	NR1C3	PPAR_gamma	7331	"0.083,0.083,0.083"
2502	NR1C1	PPAR_alpha	9094	"0.083,0.18"
3618	NR1H4	FXR	5813	"0.087,0.54"
693	NR1H2	LXR_beta	8850	0.09;0.052
1894	NR1C1	PPAR_alpha	7362	"0.094,0.094"
1939	NR1C1	PPAR_alpha	7407	"0.094,0.094"
7913	NR1C3	PPAR_gamma	8278	"0.099,0.001"
2585	NR1C1	PPAR_alpha	9177	"0.099,0.046"
1252	NR1C1	PPAR_alpha	3928	"0.1,0.1"
4575	NR1C2	PPAR_delta	2242	"0.1,0.1"
5981	NR1C3	PPAR_gamma	2709	"0.1,0.1"
6108	NR1C3	PPAR_gamma	2836	"0.1,0.1"
6287	NR1C3	PPAR_gamma	3015	"0.1,0.1"
8021	NR1C3	PPAR_gamma	8386	"0.104,0.12"
3630	NR1H4	FXR	5825	"0.105,0.093"
4775	NR1C2	PPAR_delta	2442	"0.106,0.055"
1063	NR1C1	PPAR_alpha	3739	"0.11,0.051"
3645	NR1H4	FXR	5840	"0.11,0.13"
3619	NR1H4	FXR	5814	"0.11,0.3"
691	NR1H2	LXR_beta	8848	0.11;0.363
1786	NR1C1	PPAR_alpha	5341	"0.111,0.57"
6081	NR1C3	PPAR_gamma	2809	"0.12,0.11"
6425	NR1C3	PPAR_gamma	3153	"0.12,0.11,1.41,0.153,0.09,0.035,0.1"
5199	NR1C2	PPAR_delta	6603	"0.12,0.12,0.13"
1948	NR1C1	PPAR_alpha	7416	"0.12,0.123"
692	NR1H2	LXR_beta	8849	0.12;0.46
2198	NR1C1	PPAR_alpha	7666	"0.129,0.107"
7797	NR1C3	PPAR_gamma	8162	"0.13,0.01,0.06,0.36,0.029"
3621	NR1H4	FXR	5816	"0.13,0.11"
2298	NR1C1	PPAR_alpha	7766	"0.13,0.13"
8061	NR1C3	PPAR_gamma	8426	"0.131,0.094"
2506	NR1C1	PPAR_alpha	9098	"0.134,0.277"
3641	NR1H4	FXR	5836	"0.14,0.063"
7665	NR1C3	PPAR_gamma	8030	"0.14,0.14"
2526	NR1C1	PPAR_alpha	9118	"0.141,0.13"
1783	NR1C1	PPAR_alpha	5338	"0.144,0.33"
3596	NR1H4	FXR	5791	"0.15,0.048"
3592	NR1H4	FXR	5787	"0.15,0.052,9"
2379	NR1C1	PPAR_alpha	8971	"0.15,0.149,0.15"
2713	NR1C1	PPAR_alpha	9305	"0.15,0.15,0.151"
3605	NR1H4	FXR	5800	"0.15,0.39"
3656	NR1H4	FXR	5851	"0.15,0.86"
2509	NR1C1	PPAR_alpha	9101	"0.15,1.3"
8044	NR1C3	PPAR_gamma	8409	"0.154,0.059"
1292	NR1C1	PPAR_alpha	3968	"0.16,0.16"
2132	NR1C1	PPAR_alpha	7600	"0.16,0.16"
4567	NR1C2	PPAR_delta	2234	"0.16,0.16"
3653	NR1H4	FXR	5848	"0.16,0.33"
3655	NR1H4	FXR	5850	"0.16,1.3"
7905	NR1C3	PPAR_gamma	8270	"0.161,0.019"
5360	NR1C2	PPAR_delta	6764	"0.17,0.17,0.17"
7883	NR1C3	PPAR_gamma	8248	"0.17,0.17,0.17"
1343	NR1C1	PPAR_alpha	4019	"0.18,0.15"
1228	NR1C1	PPAR_alpha	3904	"0.186,0.186"
3629	NR1H4	FXR	5824	"0.19,0.29"
2385	NR1C1	PPAR_alpha	8977	"0.194,0.065"
2140	NR1C1	PPAR_alpha	7608	"0.2,0.2"
6281	NR1C3	PPAR_gamma	3009	"0.2,0.2"
3642	NR1H4	FXR	5837	"0.2,0.22"
2239	NR1C1	PPAR_alpha	7707	"0.2,1.8"
5203	NR1C2	PPAR_delta	6607	"0.21,0.21"
7014	NR1C3	PPAR_gamma	4811	"0.212,0.212"
2590	NR1C1	PPAR_alpha	9182	"0.215,0.09"
8269	NR1C3	PPAR_gamma	9611	"0.215,0.325,0.467"
1569	NR1C1	PPAR_alpha	5124	"0.22,0.19,0.19,0.191,0.5"
5522	NR1C2	PPAR_delta	6926	"0.22,0.22"
1764	NR1C1	PPAR_alpha	5319	"0.228,0.078"
7351	NR1C3	PPAR_gamma	7065	"0.23,0.23"
7874	NR1C3	PPAR_gamma	8239	"0.23,0.23"
3794	NR1H3	LXR_alpha	7882	"0.23,0.86"
1770	NR1C1	PPAR_alpha	5325	"0.238,0.633"
2880	NR1C1	PPAR_alpha	9472	"0.24,0.24"
1281	NR1C1	PPAR_alpha	3957	"0.247,1.3"
1331	NR1C1	PPAR_alpha	4007	"0.25,0.24,0.25"
355	NR1H2	LXR_beta	7963	0.267;0.09
3640	NR1H4	FXR	5835	"0.28,0.16"
3797	NR1H3	LXR_alpha	7885	"0.28,1.7"
2568	NR1C1	PPAR_alpha	9160	"0.3,0.3"
2151	NR1C1	PPAR_alpha	7619	"0.3,0.39"
1572	NR1C1	PPAR_alpha	5127	"0.3,0.46"
2209	NR1C1	PPAR_alpha	7677	"0.3,0.6"
2234	NR1C1	PPAR_alpha	7702	"0.3,6.7"
3607	NR1H4	FXR	5802	"0.31,2"
1725	NR1C1	PPAR_alpha	5280	"0.314,0.031"
3594	NR1H4	FXR	5789	"0.32,0.032"
3659	NR1H4	FXR	5854	"0.32,0.081"
3652	NR1H4	FXR	5847	"0.32,0.21"
2131	NR1C1	PPAR_alpha	7599	"0.32,0.32"
7612	NR1C3	PPAR_gamma	7326	"0.32,0.34"
3799	NR1H3	LXR_alpha	7887	"0.32,0.9"
694	NR1H2	LXR_beta	8851	0.336;0.67
860	NR1C1	PPAR_alpha	3536	"0.34,0.96"
2885	NR1C1	PPAR_alpha	9477	"0.36,0.36,0.36"
7302	NR1C3	PPAR_gamma	7016	"0.361,0.4"
9016	NR2B1	RXR_alpha	6062	"0.385,1.2"
1922	NR1C1	PPAR_alpha	7390	"0.39,0.39"
6825	NR1C3	PPAR_gamma	4622	"0.4,0.398"
1941	NR1C1	PPAR_alpha	7409	"0.4,0.4"
2435	NR1C1	PPAR_alpha	9027	"0.4,0.4"
5356	NR1C2	PPAR_delta	6760	"0.4,0.4"
3602	NR1H4	FXR	5797	"0.4,0.42"
4603	NR1C2	PPAR_delta	2270	"0.4,0.54"
706	NR1H2	LXR_beta	8863	0.4;0.286
7571	NR1C3	PPAR_gamma	7285	"0.407,0.407"
3626	NR1H4	FXR	5821	"0.41,0.14"
3643	NR1H4	FXR	5838	"0.41,0.41"
3632	NR1H4	FXR	5827	"0.42,0.5"
1906	NR1C1	PPAR_alpha	7374	"0.425,0.425"
1785	NR1C1	PPAR_alpha	5340	"0.43,1.72"
3646	NR1H4	FXR	5841	"0.44,0.98"
3608	NR1H4	FXR	5803	"0.45,1.3"
3606	NR1H4	FXR	5801	"0.46,0.082"
1226	NR1C1	PPAR_alpha	3902	"0.468,0.468"
7792	NR1C3	PPAR_gamma	8157	"0.48,0.46,0.44,50,0.135"
3613	NR1H4	FXR	5808	"0.48,0.63"
3644	NR1H4	FXR	5839	"0.48,0.63"
1782	NR1C1	PPAR_alpha	5337	"0.486,0.065"
7985	NR1C3	PPAR_gamma	8350	"0.5,0.48,0.56,0.55,0.562"
858	NR1C1	PPAR_alpha	3534	"0.5,0.49"
4789	NR1C2	PPAR_delta	2456	"0.5,0.5"
1286	NR1C1	PPAR_alpha	3962	"0.5,0.5"
4571	NR1C2	PPAR_delta	2238	"0.5,0.5"
4579	NR1C2	PPAR_delta	2246	"0.5,0.5"
4581	NR1C2	PPAR_delta	2248	"0.5,0.5"
1278	NR1C1	PPAR_alpha	3954	"0.5,0.5,0.5"
1573	NR1C1	PPAR_alpha	5128	"0.5,0.501,0.5"
4563	NR1C2	PPAR_delta	2230	"0.53,0.125,0.021,0.64,0.65,0.039"
4776	NR1C2	PPAR_delta	2443	"0.545,0.284"
3593	NR1H4	FXR	5788	"0.55,0.23"
3627	NR1H4	FXR	5822	"0.56,0.24"
6304	NR1C3	PPAR_gamma	3032	"0.57,0.57,0.6,0.57,0.6"
6834	NR1C3	PPAR_gamma	4631	"0.572,0.575,0.6"
703	NR1H2	LXR_beta	8860	0.58;30
2634	NR1C1	PPAR_alpha	9226	"0.589,0.065"
6752	NR1C3	PPAR_gamma	4549	"0.59,0.065"
3654	NR1H4	FXR	5849	"0.59,0.93"
6109	NR1C3	PPAR_gamma	2837	"0.6,0.16"
1936	NR1C1	PPAR_alpha	7404	"0.62,0.62"
3614	NR1H4	FXR	5809	"0.62,0.69"
2654	NR1C1	PPAR_alpha	9246	"0.623,0.623"
4905	NR1C2	PPAR_delta	2572	"0.627,0.68"
1000	NR1C1	PPAR_alpha	3676	"0.63,0.01,0.012"
4085	NR1H3	LXR_alpha	10429	"0.63,0.1"
4565	NR1C2	PPAR_delta	2232	"0.63,0.32,0.79,0.32"
6115	NR1C3	PPAR_gamma	2843	"0.65,0.65"
1170	NR1C1	PPAR_alpha	3846	"0.656,0.656"
3597	NR1H4	FXR	5792	"0.66,0.6"
1686	NR1C1	PPAR_alpha	5241	"0.67,0.67"
3647	NR1H4	FXR	5842	"0.67,1.1"
7466	NR1C3	PPAR_gamma	7180	"0.68,0.68,0.63"
2223	NR1C1	PPAR_alpha	7691	"0.7,0.1"
4744	NR1C2	PPAR_delta	2411	"0.7,0.84"
1565	NR1C1	PPAR_alpha	5120	"0.708,0.7"
3648	NR1H4	FXR	5843	"0.71,8.3"
2180	NR1C1	PPAR_alpha	7648	"0.717,0.5"
1225	NR1C1	PPAR_alpha	3901	"0.736,0.736"
3800	NR1H3	LXR_alpha	7888	"0.76,0.83"
2503	NR1C1	PPAR_alpha	9095	"0.77,0.88"
2418	NR1C1	PPAR_alpha	9010	"0.79,0.79"
4569	NR1C2	PPAR_delta	2236	"0.79,0.79"
2201	NR1C1	PPAR_alpha	7669	"0.79,0.79,0.79"
707	NR1H2	LXR_beta	8864	0.79;7.5
702	NR1H2	LXR_beta	8859	0.813;0.626
6041	NR1C3	PPAR_gamma	2769	"0.85,10,10,10,8.6,10,10,10,4.1,0.8,4.1,"
6749	NR1C3	PPAR_gamma	4546	"0.87,0.32,0.027"
5200	NR1C2	PPAR_delta	6604	"0.87,0.87,0.87"
1088	NR1C1	PPAR_alpha	3764	"0.877,0.877"
699	NR1H2	LXR_beta	8856	0.88;30
6298	NR1C3	PPAR_gamma	3026	"0.9,0.59"
2275	NR1C1	PPAR_alpha	7743	"0.9,0.9"
7992	NR1C3	PPAR_gamma	8357	"0.9,0.9,0.891"
3624	NR1H4	FXR	5819	"0.93,2.1"
3622	NR1H4	FXR	5817	"0.93,2.3"
705	NR1H2	LXR_beta	8862	0.94;30
698	NR1H2	LXR_beta	8855	0.959;1.9
3650	NR1H4	FXR	5845	"0.96,0.38"
3623	NR1H4	FXR	5818	"0.96,1.2"
861	NR1C1	PPAR_alpha	3537	"0.977,10"
3631	NR1H4	FXR	5826	"1,0.045"
2608	NR1C1	PPAR_alpha	9200	"1,0.22"
3615	NR1H4	FXR	5810	"1,0.9"
1155	NR1C1	PPAR_alpha	3831	"1,1"
1871	NR1C1	PPAR_alpha	7339	"1,1"
5117	NR1C2	PPAR_delta	6521	"1,1"
6045	NR1C3	PPAR_gamma	2773	"1,1"
7506	NR1C3	PPAR_gamma	7220	"1,1"
1866	NR1C1	PPAR_alpha	7334	"1,1,1.1,3.9,0.229,1.1,3.9,3.9,1.23,10,10"
2208	NR1C1	PPAR_alpha	7676	"1.1,0.07"
2528	NR1C1	PPAR_alpha	9120	"1.1,0.92"
5198	NR1C2	PPAR_delta	6602	"1.1,0.94"
3599	NR1H4	FXR	5794	"1.1,1.2"
6020	NR1C3	PPAR_gamma	2748	"1.1,1.4"
3616	NR1H4	FXR	5811	"1.1,10"
3617	NR1H4	FXR	5812	"1.1,10"
3649	NR1H4	FXR	5844	"1.1,10"
2253	NR1C1	PPAR_alpha	7721	"1.1,2.3"
6755	NR1C3	PPAR_gamma	4552	"1.12,0.049"
2633	NR1C1	PPAR_alpha	9225	"1.122,0.049"
6120	NR1C3	PPAR_gamma	2848	"1.13,2.6,2.6"
2260	NR1C1	PPAR_alpha	7728	"1.2,0.08"
3651	NR1H4	FXR	5846	"1.2,0.71"
9217	NR2B3	RXR_gamma	4271	"1.255,0.039"
6340	NR1C3	PPAR_gamma	3068	"1.3,3.528,0.704,0.013,0.704,1.3"
1110	NR1C1	PPAR_alpha	3786	"1.31,1.312"
7756	NR1C3	PPAR_gamma	8121	"1.321,0.963"
2591	NR1C1	PPAR_alpha	9183	"1.4,1.413"
3658	NR1H4	FXR	5853	"1.4,5"
7991	NR1C3	PPAR_gamma	8356	"1.5,1.514"
3657	NR1H4	FXR	5852	"1.5,10"
2560	NR1C1	PPAR_alpha	9152	"1.5,24"
6424	NR1C3	PPAR_gamma	3152	"1.5,3.6"
704	NR1H2	LXR_beta	8861	1.5;1.59
4572	NR1C2	PPAR_delta	2239	"1.6,1.6"
4577	NR1C2	PPAR_delta	2244	"1.6,1.6"
2264	NR1C1	PPAR_alpha	7732	"1.6,7.9"
1254	NR1C1	PPAR_alpha	3930	"1.7,1.7"
3660	NR1H4	FXR	5855	"1.7,10"
2434	NR1C1	PPAR_alpha	9026	"1.9,1.9"
628	NR1H2	LXR_beta	8785	1;0.58;1;1.7
1082	NR1C1	PPAR_alpha	3758	"10,10"
4570	NR1C2	PPAR_delta	2237	"10,10"
4911	NR1C2	PPAR_delta	2578	"10,10"
7436	NR1C3	PPAR_gamma	7150	"10,10"
7440	NR1C3	PPAR_gamma	7154	"10,10"
872	NR1C1	PPAR_alpha	3548	"10,10,10"
7251	NR1C3	PPAR_gamma	6413	"10,10,10"
1077	NR1C1	PPAR_alpha	3753	"10,3.33"
697	NR1H2	LXR_beta	8854	100;30
6929	NR1C3	PPAR_gamma	4726	"11,11"
7988	NR1C3	PPAR_gamma	8353	"12.4,12.303"
1558	NR1C1	PPAR_alpha	5113	"13.5,13.49"
2246	NR1C1	PPAR_alpha	7714	"14,15"
2457	NR1C1	PPAR_alpha	9049	"14.46,3.9,4.9,3.89"
8137	NR1C3	PPAR_gamma	8502	"147.8,147.8"
6270	NR1C3	PPAR_gamma	2998	"15.38,15.38"
6269	NR1C3	PPAR_gamma	2997	"18.86,18.86"
2621	NR1C1	PPAR_alpha	9213	"193.3,193.3,59"
3625	NR1H4	FXR	5820	"2,10"
2879	NR1C1	PPAR_alpha	9471	"2,2"
7080	NR1C3	PPAR_gamma	6242	"2.02,3.4,1.52,1.52"
619	NR1H2	LXR_beta	8776	2.02;3.59
7238	NR1C3	PPAR_gamma	6400	"2.03,2"
3628	NR1H4	FXR	5823	"2.2,0.28"
3612	NR1H4	FXR	5807	"2.2,0.72"
6040	NR1C3	PPAR_gamma	2768	"2.2,2.6"
3633	NR1H4	FXR	5828	"2.3,3.3"
696	NR1H2	LXR_beta	8853	2.32;3.81
8270	NR1C3	PPAR_gamma	9612	"2.4,2.4,0.594"
7210	NR1C3	PPAR_gamma	6372	"2.4,4.1,4.017"
4589	NR1C2	PPAR_delta	2256	"2.41,1.88"
4568	NR1C2	PPAR_delta	2235	"2.5,2.5"
4573	NR1C2	PPAR_delta	2240	"2.5,2.5"
2479	NR1C1	PPAR_alpha	9071	"2.512,2.5"
7981	NR1C3	PPAR_gamma	8346	"2.7,7.94,9.6,2.692"
701	NR1H2	LXR_beta	8858	2.7;2.6
929	NR1C1	PPAR_alpha	3605	"2.816,2.8"
7987	NR1C3	PPAR_gamma	8352	"20.1,19.953"
6268	NR1C3	PPAR_gamma	2996	"22.29,22.29"
2120	NR1C1	PPAR_alpha	7588	"23.1,33.13"
3581	NR1H4	FXR	5776	"24,3"
2119	NR1C1	PPAR_alpha	7587	"24.55,24.55"
7990	NR1C3	PPAR_gamma	8355	"25.7,25.704"
6177	NR1C3	PPAR_gamma	2905	"26.94,26.94"
2467	NR1C1	PPAR_alpha	9059	"28.84,28.7"
1727	NR1C1	PPAR_alpha	5282	"3,0.287"
4774	NR1C2	PPAR_delta	2441	"3,2.23"
6066	NR1C3	PPAR_gamma	2794	"3,3"
6068	NR1C3	PPAR_gamma	2796	"3,3"
6077	NR1C3	PPAR_gamma	2805	"3,3"
6107	NR1C3	PPAR_gamma	2835	"3,3"
7519	NR1C3	PPAR_gamma	7233	"3,3"
7569	NR1C3	PPAR_gamma	7283	"3,3"
7572	NR1C3	PPAR_gamma	7286	"3,3"
710	NR1H2	LXR_beta	8867	3.04;37.8
2220	NR1C1	PPAR_alpha	7688	"3.2,1.1"
1823	NR1C1	PPAR_alpha	5378	"3.2,3.21,3.21,3.2,3.2"
2309	NR1C1	PPAR_alpha	7777	"3.38,11.4"
7983	NR1C3	PPAR_gamma	8348	"3.6,3.631"
2628	NR1C1	PPAR_alpha	9220	"3.631,0.42"
6748	NR1C3	PPAR_gamma	4545	"3.65,0.417"
2240	NR1C1	PPAR_alpha	7708	"3.7,1.2"
5201	NR1C2	PPAR_delta	6605	"3.8,0.36"
2632	NR1C1	PPAR_alpha	9224	"3.9,0.871,0.027"
708	NR1H2	LXR_beta	8865	30;100
700	NR1H2	LXR_beta	8857	30;3.5
2118	NR1C1	PPAR_alpha	7586	"33.13,23.1"
4562	NR1C2	PPAR_delta	2229	"35,1.46"
4098	NR1H3	LXR_alpha	10442	"4,0.3"
4102	NR1H3	LXR_alpha	10446	"4,1.6"
2328	NR1C1	PPAR_alpha	7796	"4,4"
4566	NR1C2	PPAR_delta	2233	"4,4"
2504	NR1C1	PPAR_alpha	9096	"4.1,0.426"
2203	NR1C1	PPAR_alpha	7671	"4.2,4.2"
3595	NR1H4	FXR	5790	"4.4,1.2"
1730	NR1C1	PPAR_alpha	5285	"4.67,15.1"
4574	NR1C2	PPAR_delta	2241	"5,5"
7425	NR1C3	PPAR_gamma	7139	"5.45,5.45,0.682"
7241	NR1C3	PPAR_gamma	6403	"5.5,1.824"
244	NR1H2	LXR_beta	5575	"50,3.8"
7787	NR1C3	PPAR_gamma	8152	"50,50,3.24,0.2,50"
2878	NR1C1	PPAR_alpha	9470	"55,55,50,39.6,55,55,55"
2825	NR1C1	PPAR_alpha	9417	"55,55,55"
6933	NR1C3	PPAR_gamma	4730	"6.6,6.6"
2865	NR1C1	PPAR_alpha	9457	"6.68,6.68"
2532	NR1C1	PPAR_alpha	9124	"6.8,0.534"
4656	NR1C2	PPAR_delta	2323	"6.9,6.4,6.4"
5978	NR1C3	PPAR_gamma	2706	"60,29.3,29.3,10,29,1.6,53.7"
4115	NR1H3	LXR_alpha	10459	"7,3.5"
7984	NR1C3	PPAR_gamma	8349	"7.2,7.244"
3598	NR1H4	FXR	5793	"7.8,10"
4576	NR1C2	PPAR_delta	2243	"7.9,7.9"
4578	NR1C2	PPAR_delta	2245	"7.9,7.9"
4580	NR1C2	PPAR_delta	2247	"7.9,7.9"
4582	NR1C2	PPAR_delta	2249	"7.9,7.9"
2286	NR1C1	PPAR_alpha	7754	"8,1"
5202	NR1C2	PPAR_delta	6606	"8.1,8.1"
6922	NR1C3	PPAR_gamma	4719	"8.3,8.3"
2461	NR1C1	PPAR_alpha	9053	"8.4,8.318"
2017	NR1C1	PPAR_alpha	7485	"8.9,8.9"
4564	NR1C2	PPAR_delta	2231	"9.1,10"
7593	NR1C3	PPAR_gamma	7307	"9.4,9.6"
4655	NR1C2	PPAR_delta	2322	"9.55,9.6"
2226	NR1C1	PPAR_alpha	7694	"9.6,15"
7615	NR1C3	PPAR_gamma	7329	"9.6,7,6.85"
2433	NR1C1	PPAR_alpha	9025	"9.798,3.124,1.2,0.414,1.7,1.2,3.12,0.82,0."
3074	NR1C1	PPAR_alpha	10925	
3056	NR1C1	PPAR_alpha	10907	
63	NR1I2	PXR	10753	
60	NR1I2	PXR	10750	
86	NR1I2	PXR	10801	
3068	NR1C1	PPAR_alpha	10919	
807	NR1H2	LXR_beta	10597	
3062	NR1C1	PPAR_alpha	10913	
3060	NR1C1	PPAR_alpha	10911	
3061	NR1C1	PPAR_alpha	10912	
3023	NR1C1	PPAR_alpha	10874	
3071	NR1C1	PPAR_alpha	10922	
3065	NR1C1	PPAR_alpha	10916	
61	NR1I2	PXR	10751	
87	NR1I2	PXR	10802	
3671	NR1H4	FXR	5866	
3058	NR1C1	PPAR_alpha	10909	
4247	NR1H3	LXR_alpha	10598	
3075	NR1C1	PPAR_alpha	10926	
3485	NR1C1	PPAR_alpha	11336	
3078	NR1C1	PPAR_alpha	10929	
3121	NR1C1	PPAR_alpha	10972	
3679	NR1H4	FXR	5874	
3416	NR1C1	PPAR_alpha	11267	
3063	NR1C1	PPAR_alpha	10914	
3076	NR1C1	PPAR_alpha	10927	
3118	NR1C1	PPAR_alpha	10969	
3072	NR1C1	PPAR_alpha	10923	
55	NR1I2	PXR	10745	
83	NR1I2	PXR	10798	
3098	NR1C1	PPAR_alpha	10949	
3702	NR1H4	FXR	5897	
56	NR1I2	PXR	10746	
3277	NR1C1	PPAR_alpha	11128	
3073	NR1C1	PPAR_alpha	10924	
3106	NR1C1	PPAR_alpha	10957	
3059	NR1C1	PPAR_alpha	10910	
3683	NR1H4	FXR	5878	
62	NR1I2	PXR	10752	
88	NR1I2	PXR	10803	
2920	NR1C1	PPAR_alpha	10722	
2923	NR1C1	PPAR_alpha	10725	
2926	NR1C1	PPAR_alpha	10728	
2951	NR1C1	PPAR_alpha	10777	
3066	NR1C1	PPAR_alpha	10917	
