	NR	NRName	CID	EC50
4264	NR1D1	Rev_erb_alpha	5682	0.2
4269	NR1D1	Rev_erb_alpha	5687	0.2
4271	NR1D1	Rev_erb_alpha	5689	0.2
4877	NR1C2	PPAR_delta	2544	0.2
5650	NR1C3	PPAR_gamma	1824	0.2
5716	NR1C3	PPAR_gamma	1890	0.2
5806	NR1C3	PPAR_gamma	1980	0.2
5920	NR1C3	PPAR_gamma	2094	0.2
6617	NR1C3	PPAR_gamma	4414	0.2
6622	NR1C3	PPAR_gamma	4419	0.2
6624	NR1C3	PPAR_gamma	4421	0.2
6844	NR1C3	PPAR_gamma	4641	0.2
6848	NR1C3	PPAR_gamma	4645	0.2
6849	NR1C3	PPAR_gamma	4646	0.2
7045	NR1C3	PPAR_gamma	4842	0.2
7575	NR1C3	PPAR_gamma	7289	0.2
7580	NR1C3	PPAR_gamma	7294	0.2
7816	NR1C3	PPAR_gamma	8181	0.2
7844	NR1C3	PPAR_gamma	8209	0.2
7846	NR1C3	PPAR_gamma	8211	0.2
7849	NR1C3	PPAR_gamma	8214	0.2
7925	NR1C3	PPAR_gamma	8290	0.2
8202	NR1C3	PPAR_gamma	9544	0.2
8738	NR2B1	RXR_alpha	3313	0.2
8883	NR2B1	RXR_alpha	3458	0.2
8950	NR2B1	RXR_alpha	5996	0.2
7754	NR1C3	PPAR_gamma	8119	0.201
9021	NR2B1	RXR_alpha	6067	0.201
1671	NR1C1	PPAR_alpha	5226	0.202
3216	NR1C1	PPAR_alpha	11067	0.202
9486	NR2B2	RXR_beta	4098	0.202
1628	NR1C1	PPAR_alpha	5183	0.204
3173	NR1C1	PPAR_alpha	11024	0.204
4013	NR1H3	LXR_alpha	10357	0.204
8025	NR1C3	PPAR_gamma	8390	0.205
1349	NR1C1	PPAR_alpha	4025	0.206
8075	NR1C3	PPAR_gamma	8440	0.206
9198	NR2B3	RXR_gamma	4252	0.206
9564	NR2B2	RXR_beta	4176	0.206
9034	NR2B1	RXR_alpha	6080	0.207
9428	NR2B2	RXR_beta	4040	0.207
9182	NR2B1	RXR_alpha	6228	0.2075
7948	NR1C3	PPAR_gamma	8313	0.208
6377	NR1C3	PPAR_gamma	3105	0.209
7676	NR1C3	PPAR_gamma	8041	0.209
201	NR1H2	LXR_beta	5532	0.21
314	NR1H2	LXR_beta	5645	0.21
424	NR1H2	LXR_beta	8581	0.21
576	NR1H2	LXR_beta	8733	0.21
833	NR1C1	PPAR_alpha	3509	0.21
1797	NR1C1	PPAR_alpha	5352	0.21
3340	NR1C1	PPAR_alpha	11191	0.21
4514	NR1C2	PPAR_delta	2181	0.21
4809	NR1C2	PPAR_delta	2476	0.21
5051	NR1C2	PPAR_delta	6455	0.21
5664	NR1C3	PPAR_gamma	1838	0.21
6534	NR1C3	PPAR_gamma	4331	0.21
7223	NR1C3	PPAR_gamma	6385	0.21
7477	NR1C3	PPAR_gamma	7191	0.21
8211	NR1C3	PPAR_gamma	9553	0.21
8034	NR1C3	PPAR_gamma	8399	0.212
9565	NR2B2	RXR_beta	4177	0.212
9448	NR2B2	RXR_beta	4060	0.213
8772	NR2B1	RXR_alpha	3347	0.216
9559	NR2B2	RXR_beta	4171	0.216
157	NR1H2	LXR_beta	5488	0.22
265	NR1H2	LXR_beta	5596	0.22
1107	NR1C1	PPAR_alpha	3783	0.22
1470	NR1C1	PPAR_alpha	5025	0.22
1798	NR1C1	PPAR_alpha	5353	0.22
1925	NR1C1	PPAR_alpha	7393	0.22
2451	NR1C1	PPAR_alpha	9043	0.22
2802	NR1C1	PPAR_alpha	9394	0.22
3037	NR1C1	PPAR_alpha	10888	0.22
3341	NR1C1	PPAR_alpha	11192	0.22
3798	NR1H3	LXR_alpha	7886	0.22
4151	NR1H3	LXR_alpha	10495	0.22
5048	NR1C2	PPAR_delta	6452	0.22
5100	NR1C2	PPAR_delta	6504	0.22
5197	NR1C2	PPAR_delta	6601	0.22
5348	NR1C2	PPAR_delta	6752	0.22
6717	NR1C3	PPAR_gamma	4514	0.22
6854	NR1C3	PPAR_gamma	4651	0.22
7614	NR1C3	PPAR_gamma	7328	0.22
6520	NR1C3	PPAR_gamma	3248	0.221
8763	NR2B1	RXR_alpha	3338	0.221
5007	NR1C2	PPAR_delta	2674	0.223
9345	NR2B3	RXR_gamma	10125	0.223
6999	NR1C3	PPAR_gamma	4796	0.224
8014	NR1C3	PPAR_gamma	8379	0.225
9246	NR2B3	RXR_gamma	4300	0.225
1769	NR1C1	PPAR_alpha	5324	0.226
3313	NR1C1	PPAR_alpha	11164	0.226
4997	NR1C2	PPAR_delta	2664	0.226
4999	NR1C2	PPAR_delta	2666	0.227
9252	NR2B3	RXR_gamma	4306	0.227
7444	NR1C3	PPAR_gamma	7158	0.228
7752	NR1C3	PPAR_gamma	8117	0.228
5181	NR1C2	PPAR_delta	6585	0.229
3432	NR1C1	PPAR_alpha	11283	0.23
7568	NR1C3	PPAR_gamma	7282	0.23
270	NR1H2	LXR_beta	5601	0.23
1298	NR1C1	PPAR_alpha	3974	0.23
1299	NR1C1	PPAR_alpha	3975	0.23
1423	NR1C1	PPAR_alpha	4978	0.23
1796	NR1C1	PPAR_alpha	5351	0.23
2194	NR1C1	PPAR_alpha	7662	0.23
2396	NR1C1	PPAR_alpha	8988	0.23
3005	NR1C1	PPAR_alpha	10856	0.23
3339	NR1C1	PPAR_alpha	11190	0.23
4866	NR1C2	PPAR_delta	2533	0.23
4981	NR1C2	PPAR_delta	2648	0.23
5389	NR1C2	PPAR_delta	6793	0.23
5649	NR1C3	PPAR_gamma	1823	0.23
6510	NR1C3	PPAR_gamma	3238	0.23
9258	NR2B3	RXR_gamma	4312	0.23
8775	NR2B1	RXR_alpha	3350	0.231
9333	NR2B3	RXR_gamma	10113	0.231
1665	NR1C1	PPAR_alpha	5220	0.232
1676	NR1C1	PPAR_alpha	5231	0.232
3210	NR1C1	PPAR_alpha	11061	0.232
3221	NR1C1	PPAR_alpha	11072	0.232
6374	NR1C3	PPAR_gamma	3102	0.232
9279	NR2B3	RXR_gamma	10059	0.232
6457	NR1C3	PPAR_gamma	3185	0.233
7957	NR1C3	PPAR_gamma	8322	0.234
2715	NR1C1	PPAR_alpha	9307	0.235
7668	NR1C3	PPAR_gamma	8033	0.235
8719	NR2B1	RXR_alpha	3294	0.235
9553	NR2B2	RXR_beta	4165	0.235
5186	NR1C2	PPAR_delta	6590	0.237
7803	NR1C3	PPAR_gamma	8168	0.237
6075	NR1C3	PPAR_gamma	2803	0.238
7303	NR1C3	PPAR_gamma	7017	0.239
6672	NR1C3	PPAR_gamma	4469	0.239
9562	NR2B2	RXR_beta	4174	0.239
1372	NR1C1	PPAR_alpha	4927	0.24
1431	NR1C1	PPAR_alpha	4986	0.24
1583	NR1C1	PPAR_alpha	5138	0.24
1653	NR1C1	PPAR_alpha	5208	0.24
1955	NR1C1	PPAR_alpha	7423	0.24
2295	NR1C1	PPAR_alpha	7763	0.24
2626	NR1C1	PPAR_alpha	9218	0.24
2945	NR1C1	PPAR_alpha	10771	0.24
2969	NR1C1	PPAR_alpha	10820	0.24
3010	NR1C1	PPAR_alpha	10861	0.24
3129	NR1C1	PPAR_alpha	10980	0.24
3198	NR1C1	PPAR_alpha	11049	0.24
3821	NR1H3	LXR_alpha	7909	0.24
4518	NR1C2	PPAR_delta	2185	0.24
5095	NR1C2	PPAR_delta	6499	0.24
5673	NR1C3	PPAR_gamma	1847	0.24
8188	NR1C3	PPAR_gamma	9530	0.24
8213	NR1C3	PPAR_gamma	9555	0.24
9223	NR2B3	RXR_gamma	4277	0.24
4749	NR1C2	PPAR_delta	2416	0.243
4990	NR1C2	PPAR_delta	2657	0.243
7633	NR1C3	PPAR_gamma	7998	0.243
7955	NR1C3	PPAR_gamma	8320	0.243
9192	NR2B3	RXR_gamma	4246	0.246
9218	NR2B3	RXR_gamma	4272	0.246
9241	NR2B3	RXR_gamma	4295	0.246
8050	NR1C3	PPAR_gamma	8415	0.247
9631	NR2B2	RXR_beta	4243	0.247
883	NR1C1	PPAR_alpha	3559	0.248
2677	NR1C1	PPAR_alpha	9269	0.249
3522	NR1H4	FXR	5717	0.249
6514	NR1C3	PPAR_gamma	3242	0.249
3111	NR1C1	PPAR_alpha	10962	0.25
305	NR1H2	LXR_beta	5636	0.25
839	NR1C1	PPAR_alpha	3515	0.25
964	NR1C1	PPAR_alpha	3640	0.25
1564	NR1C1	PPAR_alpha	5119	0.25
1933	NR1C1	PPAR_alpha	7401	0.25
2478	NR1C1	PPAR_alpha	9070	0.25
2800	NR1C1	PPAR_alpha	9392	0.25
4272	NR1D1	Rev_erb_alpha	5690	0.25
5194	NR1C2	PPAR_delta	6598	0.25
5403	NR1C2	PPAR_delta	6807	0.25
5471	NR1C2	PPAR_delta	6875	0.25
6618	NR1C3	PPAR_gamma	4415	0.25
6659	NR1C3	PPAR_gamma	4456	0.25
6937	NR1C3	PPAR_gamma	4734	0.25
6939	NR1C3	PPAR_gamma	4736	0.25
7833	NR1C3	PPAR_gamma	8198	0.25
4974	NR1C2	PPAR_delta	2641	0.251
7037	NR1C3	PPAR_gamma	4834	0.251
7051	NR1C3	PPAR_gamma	4848	0.251
4978	NR1C2	PPAR_delta	2645	0.252
8769	NR2B1	RXR_alpha	3344	0.252
8917	NR2B1	RXR_alpha	5963	0.253
5135	NR1C2	PPAR_delta	6539	0.254
1661	NR1C1	PPAR_alpha	5216	0.254
3206	NR1C1	PPAR_alpha	11057	0.254
4994	NR1C2	PPAR_delta	2661	0.254
7256	NR1C3	PPAR_gamma	6418	0.254
9209	NR2B3	RXR_gamma	4263	0.254
3445	NR1C1	PPAR_alpha	11296	0.257
2409	NR1C1	PPAR_alpha	9001	0.257
6574	NR1C3	PPAR_gamma	4371	0.257
3424	NR1C1	PPAR_alpha	11275	0.26
6005	NR1C3	PPAR_gamma	2733	0.26
1255	NR1C1	PPAR_alpha	3931	0.26
7623	NR1C3	PPAR_gamma	7988	0.26
666	NR1H2	LXR_beta	8823	0.26
800	NR1H2	LXR_beta	8957	0.26
1974	NR1C1	PPAR_alpha	7442	0.26
2181	NR1C1	PPAR_alpha	7649	0.26
2387	NR1C1	PPAR_alpha	8979	0.26
2537	NR1C1	PPAR_alpha	9129	0.26
2589	NR1C1	PPAR_alpha	9181	0.26
4860	NR1C2	PPAR_delta	2527	0.26
5652	NR1C3	PPAR_gamma	1826	0.26
5653	NR1C3	PPAR_gamma	1827	0.26
5958	NR1C3	PPAR_gamma	2132	0.26
6960	NR1C3	PPAR_gamma	4757	0.26
7959	NR1C3	PPAR_gamma	8324	0.26
8196	NR1C3	PPAR_gamma	9538	0.26
9247	NR2B3	RXR_gamma	4301	0.261
1613	NR1C1	PPAR_alpha	5168	0.262
3159	NR1C1	PPAR_alpha	11010	0.262
9339	NR2B3	RXR_gamma	10119	0.262
9475	NR2B2	RXR_beta	4087	0.262
3444	NR1C1	PPAR_alpha	11295	0.263
2408	NR1C1	PPAR_alpha	9000	0.263
7027	NR1C3	PPAR_gamma	4824	0.264
7968	NR1C3	PPAR_gamma	8333	0.264
9580	NR2B2	RXR_beta	4192	0.266
4972	NR1C2	PPAR_delta	2639	0.267
6521	NR1C3	PPAR_gamma	3249	0.267
6375	NR1C3	PPAR_gamma	3103	0.268
3117	NR1C1	PPAR_alpha	10968	0.27
1008	NR1C1	PPAR_alpha	3684	0.27
235	NR1H2	LXR_beta	5566	0.27
1571	NR1C1	PPAR_alpha	5126	0.27
5660	NR1C3	PPAR_gamma	1834	0.27
5661	NR1C3	PPAR_gamma	1835	0.27
6239	NR1C3	PPAR_gamma	2967	0.27
8885	NR2B1	RXR_alpha	3460	0.27
1668	NR1C1	PPAR_alpha	5223	0.271
3213	NR1C1	PPAR_alpha	11064	0.271
3524	NR1H4	FXR	5719	0.271
6970	NR1C3	PPAR_gamma	4767	0.271
6571	NR1C3	PPAR_gamma	4368	0.272
4916	NR1C2	PPAR_delta	2583	0.274
7920	NR1C3	PPAR_gamma	8285	0.274
7936	NR1C3	PPAR_gamma	8301	0.274
6728	NR1C3	PPAR_gamma	4525	0.279
8912	NR2B1	RXR_alpha	5958	0.279
1580	NR1C1	PPAR_alpha	5135	0.28
1897	NR1C1	PPAR_alpha	7365	0.28
2319	NR1C1	PPAR_alpha	7787	0.28
3126	NR1C1	PPAR_alpha	10977	0.28
3548	NR1H4	FXR	5743	0.28
5209	NR1C2	PPAR_delta	6613	0.28
6343	NR1C3	PPAR_gamma	3071	0.28
6420	NR1C3	PPAR_gamma	3148	0.28
6490	NR1C3	PPAR_gamma	3218	0.28
6643	NR1C3	PPAR_gamma	4440	0.28
6860	NR1C3	PPAR_gamma	4657	0.28
7271	NR1C3	PPAR_gamma	6433	0.28
7852	NR1C3	PPAR_gamma	8217	0.28
9012	NR2B1	RXR_alpha	6058	0.28
9115	NR2B1	RXR_alpha	6161	0.28
9235	NR2B3	RXR_gamma	4289	0.28
9451	NR2B2	RXR_beta	4063	0.28
6004	NR1C3	PPAR_gamma	2732	0.282
1122	NR1C1	PPAR_alpha	3798	0.282
631	NR1H2	LXR_beta	8788	0.284
2643	NR1C1	PPAR_alpha	9235	0.284
7768	NR1C3	PPAR_gamma	8133	0.284
6282	NR1C3	PPAR_gamma	3010	0.285
5153	NR1C2	PPAR_delta	6557	0.286
380	NR1H2	LXR_beta	8537	0.286
1690	NR1C1	PPAR_alpha	5245	0.287
3234	NR1C1	PPAR_alpha	11085	0.287
3523	NR1H4	FXR	5718	0.287
484	NR1H2	LXR_beta	8641	0.288
6017	NR1C3	PPAR_gamma	2745	0.288
3266	NR1C1	PPAR_alpha	11117	0.289
1722	NR1C1	PPAR_alpha	5277	0.289
9481	NR2B2	RXR_beta	4093	0.289
3486	NR1C1	PPAR_alpha	11337	0.29
1422	NR1C1	PPAR_alpha	4977	0.29
2455	NR1C1	PPAR_alpha	9047	0.29
2807	NR1C1	PPAR_alpha	9399	0.29
3004	NR1C1	PPAR_alpha	10855	0.29
4315	NR1C2	PPAR_delta	1637	0.29
5106	NR1C2	PPAR_delta	6510	0.29
5108	NR1C2	PPAR_delta	6512	0.29
5678	NR1C3	PPAR_gamma	1852	0.29
6967	NR1C3	PPAR_gamma	4764	0.29
7347	NR1C3	PPAR_gamma	7061	0.29
8006	NR1C3	PPAR_gamma	8371	0.29
8238	NR1C3	PPAR_gamma	9580	0.29
9108	NR2B1	RXR_alpha	6154	0.29
7514	NR1C3	PPAR_gamma	7228	0.292
8023	NR1C3	PPAR_gamma	8388	0.294
9028	NR2B1	RXR_alpha	6074	0.294
4973	NR1C2	PPAR_delta	2640	0.295
6512	NR1C3	PPAR_gamma	3240	0.295
7025	NR1C3	PPAR_gamma	4822	0.295
7942	NR1C3	PPAR_gamma	8307	0.295
8346	NR1C3	PPAR_gamma	9688	0.295
1266	NR1C1	PPAR_alpha	3942	0.297
6463	NR1C3	PPAR_gamma	3191	0.299
100	NR1H2	LXR_beta	5431	0.3
117	NR1H2	LXR_beta	5448	0.3
228	NR1H2	LXR_beta	5559	0.3
266	NR1H2	LXR_beta	5597	0.3
416	NR1H2	LXR_beta	8573	0.3
1230	NR1C1	PPAR_alpha	3906	0.3
1313	NR1C1	PPAR_alpha	3989	0.3
1377	NR1C1	PPAR_alpha	4932	0.3
1582	NR1C1	PPAR_alpha	5137	0.3
1830	NR1C1	PPAR_alpha	5385	0.3
1908	NR1C1	PPAR_alpha	7376	0.3
1956	NR1C1	PPAR_alpha	7424	0.3
2153	NR1C1	PPAR_alpha	7621	0.3
2269	NR1C1	PPAR_alpha	7737	0.3
2270	NR1C1	PPAR_alpha	7738	0.3
2283	NR1C1	PPAR_alpha	7751	0.3
2432	NR1C1	PPAR_alpha	9024	0.3
2974	NR1C1	PPAR_alpha	10825	0.3
3128	NR1C1	PPAR_alpha	10979	0.3
3373	NR1C1	PPAR_alpha	11224	0.3
3468	NR1C1	PPAR_alpha	11319	0.3
4167	NR1H3	LXR_alpha	10511	0.3
4179	NR1H3	LXR_alpha	10523	0.3
4310	NR1C2	PPAR_delta	1632	0.3
5195	NR1C2	PPAR_delta	6599	0.3
5549	NR1C2	PPAR_delta	6953	0.3
5658	NR1C3	PPAR_gamma	1832	0.3
5674	NR1C3	PPAR_gamma	1848	0.3
5694	NR1C3	PPAR_gamma	1868	0.3
5710	NR1C3	PPAR_gamma	1884	0.3
5930	NR1C3	PPAR_gamma	2104	0.3
5999	NR1C3	PPAR_gamma	2727	0.3
6079	NR1C3	PPAR_gamma	2807	0.3
6106	NR1C3	PPAR_gamma	2834	0.3
6118	NR1C3	PPAR_gamma	2846	0.3
6211	NR1C3	PPAR_gamma	2939	0.3
6383	NR1C3	PPAR_gamma	3111	0.3
6384	NR1C3	PPAR_gamma	3112	0.3
6392	NR1C3	PPAR_gamma	3120	0.3
6626	NR1C3	PPAR_gamma	4423	0.3
6632	NR1C3	PPAR_gamma	4429	0.3
6644	NR1C3	PPAR_gamma	4441	0.3
6940	NR1C3	PPAR_gamma	4737	0.3
7249	NR1C3	PPAR_gamma	6411	0.3
7578	NR1C3	PPAR_gamma	7292	0.3
7815	NR1C3	PPAR_gamma	8180	0.3
7825	NR1C3	PPAR_gamma	8190	0.3
7838	NR1C3	PPAR_gamma	8203	0.3
7950	NR1C3	PPAR_gamma	8315	0.3
7952	NR1C3	PPAR_gamma	8317	0.3
8142	NR1C3	PPAR_gamma	8507	0.3
8753	NR2B1	RXR_alpha	3328	0.3
8871	NR2B1	RXR_alpha	3446	0.3
8938	NR2B1	RXR_alpha	5984	0.3
8940	NR2B1	RXR_alpha	5986	0.3
9378	NR2B3	RXR_gamma	10158	0.3
9465	NR2B2	RXR_beta	4077	0.3
803	NR1H2	LXR_beta	8960	0.303
6237	NR1C3	PPAR_gamma	2965	0.303
1579	NR1C1	PPAR_alpha	5134	0.304
3125	NR1C1	PPAR_alpha	10976	0.304
6493	NR1C3	PPAR_gamma	3221	0.304
7300	NR1C3	PPAR_gamma	7014	0.305
4991	NR1C2	PPAR_delta	2658	0.305
8002	NR1C3	PPAR_gamma	8367	0.306
9206	NR2B3	RXR_gamma	4260	0.306
7621	NR1C3	PPAR_gamma	7986	0.307
9098	NR2B1	RXR_alpha	6144	0.307
2475	NR1C1	PPAR_alpha	9067	0.308
6565	NR1C3	PPAR_gamma	4362	0.309
3120	NR1C1	PPAR_alpha	10971	0.31
1574	NR1C1	PPAR_alpha	5129	0.31
2833	NR1C1	PPAR_alpha	9425	0.31
4862	NR1C2	PPAR_delta	2529	0.31
6159	NR1C3	PPAR_gamma	2887	0.31
8303	NR1C3	PPAR_gamma	9645	0.31
9455	NR2B2	RXR_beta	4067	0.31
848	NR1C1	PPAR_alpha	3524	0.311
2640	NR1C1	PPAR_alpha	9232	0.311
2541	NR1C1	PPAR_alpha	9133	0.313
9472	NR2B2	RXR_beta	4084	0.313
5248	NR1C2	PPAR_delta	6652	0.316
366	NR1H2	LXR_beta	7974	0.316
5556	NR1C2	PPAR_delta	6960	0.316
5560	NR1C2	PPAR_delta	6964	0.316
5563	NR1C2	PPAR_delta	6967	0.316
8381	NR1C3	PPAR_gamma	9723	0.316
1243	NR1C1	PPAR_alpha	3919	0.32
1417	NR1C1	PPAR_alpha	4972	0.32
2195	NR1C1	PPAR_alpha	7663	0.32
3001	NR1C1	PPAR_alpha	10852	0.32
3801	NR1H3	LXR_alpha	7889	0.32
4750	NR1C2	PPAR_delta	2417	0.32
5097	NR1C2	PPAR_delta	6501	0.32
5379	NR1C2	PPAR_delta	6783	0.32
5539	NR1C2	PPAR_delta	6943	0.32
5817	NR1C3	PPAR_gamma	1991	0.32
7079	NR1C3	PPAR_gamma	6241	0.32
7237	NR1C3	PPAR_gamma	6399	0.32
7478	NR1C3	PPAR_gamma	7192	0.32
8206	NR1C3	PPAR_gamma	9548	0.32
8244	NR1C3	PPAR_gamma	9586	0.32
9332	NR2B3	RXR_gamma	10112	0.322
5008	NR1C2	PPAR_delta	2675	0.323
2539	NR1C1	PPAR_alpha	9131	0.324
1640	NR1C1	PPAR_alpha	5195	0.327
3185	NR1C1	PPAR_alpha	11036	0.327
1206	NR1C1	PPAR_alpha	3882	0.329
2837	NR1C1	PPAR_alpha	9429	0.33
6449	NR1C3	PPAR_gamma	3177	0.33
7867	NR1C3	PPAR_gamma	8232	0.33
7882	NR1C3	PPAR_gamma	8247	0.33
7995	NR1C3	PPAR_gamma	8360	0.33
8292	NR1C3	PPAR_gamma	9634	0.33
8881	NR2B1	RXR_alpha	3456	0.33
9117	NR2B1	RXR_alpha	6163	0.33
2731	NR1C1	PPAR_alpha	9323	0.331
5368	NR1C2	PPAR_delta	6772	0.331
9029	NR2B1	RXR_alpha	6075	0.332
6462	NR1C3	PPAR_gamma	3190	0.334
6353	NR1C3	PPAR_gamma	3081	0.335
2525	NR1C1	PPAR_alpha	9117	0.336
7755	NR1C3	PPAR_gamma	8120	0.338
4900	NR1C2	PPAR_delta	2567	0.339
3311	NR1C1	PPAR_alpha	11162	0.34
236	NR1H2	LXR_beta	5567	0.34
1108	NR1C1	PPAR_alpha	3784	0.34
1767	NR1C1	PPAR_alpha	5322	0.34
3513	NR1H4	FXR	5708	0.34
5341	NR1C2	PPAR_delta	6745	0.34
5408	NR1C2	PPAR_delta	6812	0.34
5456	NR1C2	PPAR_delta	6860	0.34
6313	NR1C3	PPAR_gamma	3041	0.34
6963	NR1C3	PPAR_gamma	4760	0.34
9225	NR2B3	RXR_gamma	4279	0.34
3517	NR1H4	FXR	5712	0.342
4091	NR1H3	LXR_alpha	10435	0.345
7564	NR1C3	PPAR_gamma	7278	0.345
4135	NR1H3	LXR_alpha	10479	0.346
6580	NR1C3	PPAR_gamma	4377	0.347
8030	NR1C3	PPAR_gamma	8395	0.347
7558	NR1C3	PPAR_gamma	7272	0.348
272	NR1H2	LXR_beta	5603	0.35
1104	NR1C1	PPAR_alpha	3780	0.35
2517	NR1C1	PPAR_alpha	9109	0.35
2625	NR1C1	PPAR_alpha	9217	0.35
4821	NR1C2	PPAR_delta	2488	0.35
5322	NR1C2	PPAR_delta	6726	0.35
5409	NR1C2	PPAR_delta	6813	0.35
6665	NR1C3	PPAR_gamma	4462	0.35
8141	NR1C3	PPAR_gamma	8506	0.35
8925	NR2B1	RXR_alpha	5971	0.35
9277	NR2B3	RXR_gamma	10057	0.35
1616	NR1C1	PPAR_alpha	5171	0.354
1682	NR1C1	PPAR_alpha	5237	0.354
3162	NR1C1	PPAR_alpha	11013	0.354
3226	NR1C1	PPAR_alpha	11077	0.354
7451	NR1C3	PPAR_gamma	7165	0.355
138	NR1H2	LXR_beta	5469	0.355
9243	NR2B3	RXR_gamma	4297	0.357
2681	NR1C1	PPAR_alpha	9273	0.358
6518	NR1C3	PPAR_gamma	3246	0.359
7961	NR1C3	PPAR_gamma	8326	0.359
124	NR1H2	LXR_beta	5455	0.36
233	NR1H2	LXR_beta	5564	0.36
260	NR1H2	LXR_beta	5591	0.36
1429	NR1C1	PPAR_alpha	4984	0.36
2267	NR1C1	PPAR_alpha	7735	0.36
3804	NR1H3	LXR_alpha	7892	0.36
5657	NR1C3	PPAR_gamma	1831	0.36
6446	NR1C3	PPAR_gamma	3174	0.36
6450	NR1C3	PPAR_gamma	3178	0.36
7218	NR1C3	PPAR_gamma	6380	0.36
9178	NR2B1	RXR_alpha	6224	0.361
9185	NR2B1	RXR_alpha	6231	0.361
3525	NR1H4	FXR	5720	0.362
364	NR1H2	LXR_beta	7972	0.365
8781	NR2B1	RXR_alpha	3356	0.367
9318	NR2B3	RXR_gamma	10098	0.367
3511	NR1H4	FXR	5706	0.368
8019	NR1C3	PPAR_gamma	8384	0.368
376	NR1H2	LXR_beta	7984	0.369
223	NR1H2	LXR_beta	5554	0.37
225	NR1H2	LXR_beta	5556	0.37
2191	NR1C1	PPAR_alpha	7659	0.37
3854	NR1H3	LXR_alpha	7943	0.37
4754	NR1C2	PPAR_delta	2421	0.37
5321	NR1C2	PPAR_delta	6725	0.37
5691	NR1C3	PPAR_gamma	1865	0.37
6124	NR1C3	PPAR_gamma	2852	0.37
6452	NR1C3	PPAR_gamma	3180	0.37
8089	NR1C3	PPAR_gamma	8454	0.37
4982	NR1C2	PPAR_delta	2649	0.374
9595	NR2B2	RXR_beta	4207	0.374
5138	NR1C2	PPAR_delta	6542	0.376
9439	NR2B2	RXR_beta	4051	0.377
8762	NR2B1	RXR_alpha	3337	0.378
261	NR1H2	LXR_beta	5592	0.38
2193	NR1C1	PPAR_alpha	7661	0.38
2536	NR1C1	PPAR_alpha	9128	0.38
5430	NR1C2	PPAR_delta	6834	0.38
5644	NR1C3	PPAR_gamma	1818	0.38
7970	NR1C3	PPAR_gamma	8335	0.38
8882	NR2B1	RXR_alpha	3457	0.38
9025	NR2B1	RXR_alpha	6071	0.381
6092	NR1C3	PPAR_gamma	2820	0.382
1681	NR1C1	PPAR_alpha	5236	0.383
2086	NR1C1	PPAR_alpha	7554	0.383
3225	NR1C1	PPAR_alpha	11076	0.383
9254	NR2B3	RXR_gamma	4308	0.383
8928	NR2B1	RXR_alpha	5974	0.384
9242	NR2B3	RXR_gamma	4296	0.384
2748	NR1C1	PPAR_alpha	9340	0.39
2806	NR1C1	PPAR_alpha	9398	0.39
5040	NR1C2	PPAR_delta	6444	0.39
6196	NR1C3	PPAR_gamma	2924	0.39
6290	NR1C3	PPAR_gamma	3018	0.39
6443	NR1C3	PPAR_gamma	3171	0.39
6451	NR1C3	PPAR_gamma	3179	0.39
9056	NR2B1	RXR_alpha	6102	0.39
6519	NR1C3	PPAR_gamma	3247	0.391
8909	NR2B1	RXR_alpha	4031	0.393
2382	NR1C1	PPAR_alpha	8974	0.395
3419	NR1C1	PPAR_alpha	11270	0.395
6698	NR1C3	PPAR_gamma	4495	0.396
8028	NR1C3	PPAR_gamma	8393	0.396
5561	NR1C2	PPAR_delta	6965	0.398
5566	NR1C2	PPAR_delta	6970	0.398
7035	NR1C3	PPAR_gamma	4832	0.398
7040	NR1C3	PPAR_gamma	4837	0.398
7048	NR1C3	PPAR_gamma	4845	0.398
7764	NR1C3	PPAR_gamma	8129	0.398
4922	NR1C2	PPAR_delta	2589	0.399
7746	NR1C3	PPAR_gamma	8111	0.399
110	NR1H2	LXR_beta	5441	0.4
434	NR1H2	LXR_beta	8591	0.4
787	NR1H2	LXR_beta	8944	0.4
1413	NR1C1	PPAR_alpha	4968	0.4
2155	NR1C1	PPAR_alpha	7623	0.4
2846	NR1C1	PPAR_alpha	9438	0.4
2853	NR1C1	PPAR_alpha	9445	0.4
4142	NR1H3	LXR_alpha	10486	0.4
4181	NR1H3	LXR_alpha	10525	0.4
4186	NR1H3	LXR_alpha	10530	0.4
4253	NR1D1	Rev_erb_alpha	5671	0.4
4256	NR1D1	Rev_erb_alpha	5674	0.4
4267	NR1D1	Rev_erb_alpha	5685	0.4
4497	NR1C2	PPAR_delta	2164	0.4
4614	NR1C2	PPAR_delta	2281	0.4
5160	NR1C2	PPAR_delta	6564	0.4
5834	NR1C3	PPAR_gamma	2008	0.4
6382	NR1C3	PPAR_gamma	3110	0.4
6391	NR1C3	PPAR_gamma	3119	0.4
6535	NR1C3	PPAR_gamma	4332	0.4
6642	NR1C3	PPAR_gamma	4439	0.4
6823	NR1C3	PPAR_gamma	4620	0.4
6955	NR1C3	PPAR_gamma	4752	0.4
6956	NR1C3	PPAR_gamma	4753	0.4
7250	NR1C3	PPAR_gamma	6412	0.4
7579	NR1C3	PPAR_gamma	7293	0.4
7814	NR1C3	PPAR_gamma	8179	0.4
7824	NR1C3	PPAR_gamma	8189	0.4
7870	NR1C3	PPAR_gamma	8235	0.4
8776	NR2B1	RXR_alpha	3351	0.4
7469	NR1C3	PPAR_gamma	7183	0.402
9250	NR2B3	RXR_gamma	4304	0.404
